path,slot,concept_id,category,location_tier,bytes,content_hash,basename_group,duplicate_count_same_basename,is_production_canonical,wired_in_vocab,wired_in_v2_full,wired_in_golden_path,style_family,style_bible_fit,registry_status,registry_notes,suggested_decision,duplicate_paths_same_basename
assets/_originals/images/concepts/edging.png,other,edging,sensation,original,4870787,015574ec1ee633be,other:edging.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/edging.png,thumbnail,edging,sensation,production,447221,874be9632ae056f1,thumbnail:edging,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/edging.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/edging.png,thumbnail,edging,sensation,ios-copy,447221,874be9632ae056f1,thumbnail:edging,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/edging.png
assets/images/concepts/illustrations/embodied-presence.png,illustration,embodied-presence,psychological,production,167080,738fa7ba01a5b69f,illustration:embodied-presence,2,true,true,true,false,ethereal-abstract,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/embodied-presence.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/embodied-presence.png,illustration,embodied-presence,psychological,ios-copy,167080,738fa7ba01a5b69f,illustration:embodied-presence,2,false,false,false,false,ethereal-abstract,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/embodied-presence.png
assets/_originals/images/concepts/embodied-presence.png,other,embodied-presence,psychological,original,5290224,62c5d36ac592fc45,other:embodied-presence.png,1,false,false,false,false,ethereal-abstract,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/embodied-presence.png,thumbnail,embodied-presence,psychological,production,219581,b6a8ded0066af2ae,thumbnail:embodied-presence,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/embodied-presence.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/embodied-presence.png,thumbnail,embodied-presence,psychological,ios-copy,219581,b6a8ded0066af2ae,thumbnail:embodied-presence,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/embodied-presence.png
assets/_originals/images/pathways/expanding-repertoire.png,pathway,expanding-repertoire,,original,466548,a43163a11ae0f789,pathway:expanding-repertoire.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/pathways/expanding-repertoire.png
assets/images/pathways/expanding-repertoire.png,pathway,expanding-repertoire,,shell-production,19540,215e73de6945978a,pathway:expanding-repertoire.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/pathways/expanding-repertoire.png
assets/_originals/images/pathways/foundations.png,pathway,foundations,,original,687761,73c965d4fc8bf9db,pathway:foundations.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/pathways/foundations.png
assets/images/pathways/foundations.png,pathway,foundations,,shell-production,65857,a8c9240785988328,pathway:foundations.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/pathways/foundations.png
assets/images/concepts/illustrations/golden-trio.png,illustration,golden-trio,timing,production,184763,5d1a58ffa2ee708e,illustration:golden-trio,2,true,true,true,false,ethereal-abstract,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/golden-trio.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/golden-trio.png,illustration,golden-trio,timing,ios-copy,184763,5d1a58ffa2ee708e,illustration:golden-trio,2,false,false,false,false,ethereal-abstract,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/golden-trio.png
assets/_originals/images/concepts/golden-trio.png,other,golden-trio,timing,original,4580643,532d04f5ed3ba518,other:golden-trio.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/golden-trio.png,thumbnail,golden-trio,timing,production,170382,ff45f5d88a555dc1,thumbnail:golden-trio,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/golden-trio.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/golden-trio.png,thumbnail,golden-trio,timing,ios-copy,170382,ff45f5d88a555dc1,thumbnail:golden-trio,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/golden-trio.png
assets/images/concepts/illustrations/internal-stimulation.png,illustration,internal-stimulation,anatomy,production,153482,d566ca948caca855,illustration:internal-stimulation,2,true,true,true,false,scientific-anatomical,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/internal-stimulation.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/internal-stimulation.png,illustration,internal-stimulation,anatomy,ios-copy,153482,d566ca948caca855,illustration:internal-stimulation,2,false,false,false,false,scientific-anatomical,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/internal-stimulation.png
assets/_originals/images/concepts/internal-stimulation.png,other,internal-stimulation,anatomy,original,510858,45d99a6b9ca6f411,other:internal-stimulation.png,1,false,false,false,false,scientific-anatomical,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/internal-stimulation.png,thumbnail,internal-stimulation,anatomy,production,127081,8aa36f087f7b5a41,thumbnail:internal-stimulation,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/internal-stimulation.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/internal-stimulation.png,thumbnail,internal-stimulation,anatomy,ios-copy,127081,8aa36f087f7b5a41,thumbnail:internal-stimulation,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/internal-stimulation.png
assets/_originals/images/explainers/mind-body.png,explainer,mind-body,,original,617942,f9234cbe1aac6054,explainer:mind-body.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/explainers/mind-body.png
assets/images/explainers/mind-body.png,explainer,mind-body,,shell-production,98516,8ddec12da09f43fa,explainer:mind-body.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/explainers/mind-body.png
assets/_originals/images/pathways/mindful-presence.png,pathway,mindful-presence,,original,566583,0f041363322b8d51,pathway:mindful-presence.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/pathways/mindful-presence.png
assets/images/pathways/mindful-presence.png,pathway,mindful-presence,,shell-production,14562,35b6ad4d2e7cb0b5,pathway:mindful-presence.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/pathways/mindful-presence.png
assets/images/concepts/illustrations/nerve-density.png,illustration,nerve-density,anatomy,production,144670,bd7ce5a707c68292,illustration:nerve-density,2,true,true,true,false,scientific-anatomical,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/nerve-density.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/nerve-density.png,illustration,nerve-density,anatomy,ios-copy,144670,bd7ce5a707c68292,illustration:nerve-density,2,false,false,false,false,scientific-anatomical,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/nerve-density.png
assets/_originals/images/concepts/nerve-density.png,other,nerve-density,anatomy,original,4733186,a4f7bb68bf42fde3,other:nerve-density.png,1,false,false,false,false,scientific-anatomical,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/nerve-density.png,thumbnail,nerve-density,anatomy,production,342066,e0b229f3949a974a,thumbnail:nerve-density,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/nerve-density.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/nerve-density.png,thumbnail,nerve-density,anatomy,ios-copy,342066,e0b229f3949a974a,thumbnail:nerve-density,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/nerve-density.png
assets/images/concepts/illustrations/non-concordance.png,illustration,non-concordance,psychological,production,226381,743e6dc648bd9a01,illustration:non-concordance,2,true,true,true,true,ethereal-abstract,matches,wired,Promoted to production May 19,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/non-concordance.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/non-concordance.png,illustration,non-concordance,psychological,ios-copy,226381,743e6dc648bd9a01,illustration:non-concordance,2,false,false,false,false,ethereal-abstract,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/non-concordance.png
assets/_originals/images/concepts/non-concordance.png,other,non-concordance,psychological,original,5227051,2e8f999c415c9004,other:non-concordance.png,1,false,false,false,false,ethereal-abstract,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/non-concordance.png,thumbnail,non-concordance,psychological,production,310525,1b3484a6d36a4b3f,thumbnail:non-concordance,2,true,true,false,false,abstract-glyph,matches,wired,Promoted to production May 19,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/non-concordance.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/non-concordance.png,thumbnail,non-concordance,psychological,ios-copy,310525,1b3484a6d36a4b3f,thumbnail:non-concordance,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/non-concordance.png
assets/_originals/images/explainers/orgasm-gap.png,explainer,orgasm-gap,,original,753695,f7d3e3c50fa53697,explainer:orgasm-gap.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/explainers/orgasm-gap.png
assets/images/explainers/orgasm-gap.png,explainer,orgasm-gap,,shell-production,28856,36678591a8012457,explainer:orgasm-gap.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/explainers/orgasm-gap.png
native://diagram/pairing,diagram,pairing,technique,native-code,,,diagram:pairing,1,true,true,true,true,interactive-skia,matches,wired,Rendered in ConceptDiagrams.swift + components/diagrams/*.tsx,keep,
assets/images/concepts/illustrations/pairing.png,illustration,pairing,technique,production,192884,14d92e0f053f5371,illustration:pairing,2,true,true,true,true,scientific-anatomical,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/pairing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/pairing.png,illustration,pairing,technique,ios-copy,192884,14d92e0f053f5371,illustration:pairing,2,false,false,false,false,scientific-anatomical,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/pairing.png
assets/_originals/images/concepts/pairing.png,other,pairing,technique,original,5166895,09850dbe19532990,other:pairing.png,1,false,false,false,false,scientific-anatomical,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/pairing.png,thumbnail,pairing,technique,production,251079,52565d720aa06a9b,thumbnail:pairing,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/pairing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/pairing.png,thumbnail,pairing,technique,ios-copy,251079,52565d720aa06a9b,thumbnail:pairing,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/pairing.png
assets/_originals/images/pathways/partner-communication.png,pathway,partner-communication,,original,530747,ce2705ae6eaf3596,pathway:partner-communication.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/pathways/partner-communication.png
assets/images/pathways/partner-communication.png,pathway,partner-communication,,shell-production,8185,903e2a4a745711d2,pathway:partner-communication.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/pathways/partner-communication.png
assets/images/concepts/illustrations/plateauing.png,illustration,plateauing,sensation,production,168275,3d22170a79fe06b6,illustration:plateauing,2,true,true,true,false,scientific-warmth-plate,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/plateauing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/plateauing.png,illustration,plateauing,sensation,ios-copy,168275,3d22170a79fe06b6,illustration:plateauing,2,false,false,false,false,scientific-warmth-plate,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/plateauing.png
assets/_originals/images/concepts/plateauing.png,other,plateauing,sensation,original,4900200,e3839294a6191e8a,other:plateauing.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/plateauing.png,thumbnail,plateauing,sensation,production,194325,983954e768db279f,thumbnail:plateauing,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/plateauing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/plateauing.png,thumbnail,plateauing,sensation,ios-copy,194325,983954e768db279f,thumbnail:plateauing,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/plateauing.png
assets/images/concepts/illustrations/pulsing.png,illustration,pulsing,sensation,production,542690,934a333e4a14f69b,illustration:pulsing,2,true,true,true,false,scientific-warmth-plate,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/pulsing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/pulsing.png,illustration,pulsing,sensation,ios-copy,542690,934a333e4a14f69b,illustration:pulsing,2,false,false,false,false,scientific-warmth-plate,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/pulsing.png
assets/_originals/images/concepts/pulsing.png,other,pulsing,sensation,original,4774399,fbd97f63609b8b23,other:pulsing.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/pulsing.png,thumbnail,pulsing,sensation,production,343411,dadb7825ec5e363b,thumbnail:pulsing,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/pulsing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/pulsing.png,thumbnail,pulsing,sensation,ios-copy,343411,dadb7825ec5e363b,thumbnail:pulsing,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/pulsing.png
assets/images/concepts/illustrations/responsive-desire.png,illustration,responsive-desire,timing,production,674331,97951c841da772f8,illustration:responsive-desire,2,true,true,true,true,ethereal-abstract,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/responsive-desire.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/responsive-desire.png,illustration,responsive-desire,timing,ios-copy,674331,97951c841da772f8,illustration:responsive-desire,2,false,false,false,false,ethereal-abstract,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/responsive-desire.png
assets/_originals/images/concepts/responsive-desire.png,other,responsive-desire,timing,original,4820128,b0726d0be36fd25c,other:responsive-desire.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/responsive-desire.png,thumbnail,responsive-desire,timing,production,355207,2cf4619ed1b9c06d,thumbnail:responsive-desire,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/responsive-desire.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/responsive-desire.png,thumbnail,responsive-desire,timing,ios-copy,355207,2cf4619ed1b9c06d,thumbnail:responsive-desire,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/responsive-desire.png
assets/videos/originals/responsive-desire.mov,video,responsive-desire,timing,video-original,6211086,9734c3cb5e43720c,video:responsive-desire,4,false,false,false,false,motion,master-archive,,,keep-until-cut,assets/videos/originals/responsive-desire.mp4; assets/videos/responsive-desire.mp4; ios-native/Sources/PleasureVocabularyApp/Resources/media/videos/responsive-desire.mp4
assets/videos/originals/responsive-desire.mp4,video,responsive-desire,timing,video-original,2033212,829bf31acddabf96,video:responsive-desire,4,false,false,false,false,motion,master-archive,,,keep-until-cut,assets/videos/originals/responsive-desire.mov; assets/videos/responsive-desire.mp4; ios-native/Sources/PleasureVocabularyApp/Resources/media/videos/responsive-desire.mp4
assets/videos/responsive-desire.mp4,video,responsive-desire,timing,production,515350,f7b97951c0377023,video:responsive-desire,4,true,true,true,true,motion,matches,wired,,keep,assets/videos/originals/responsive-desire.mov; assets/videos/originals/responsive-desire.mp4; ios-native/Sources/PleasureVocabularyApp/Resources/media/videos/responsive-desire.mp4
ios-native/Sources/PleasureVocabularyApp/Resources/media/videos/responsive-desire.mp4,video,responsive-desire,timing,ios-copy,515350,f7b97951c0377023,video:responsive-desire,4,false,false,false,false,motion,duplicate,,,consolidate-delete-copy,assets/videos/originals/responsive-desire.mov; assets/videos/originals/responsive-desire.mp4; assets/videos/responsive-desire.mp4
native://diagram/rocking,diagram,rocking,technique,native-code,,,diagram:rocking,1,true,true,true,false,interactive-skia,matches,wired,Rendered in ConceptDiagrams.swift + components/diagrams/*.tsx,keep,
assets/images/concepts/illustrations/rocking.png,illustration,rocking,technique,production,129660,8d6f0c6f612114fc,illustration:rocking,2,true,true,true,false,scientific-anatomical,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/rocking.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/rocking.png,illustration,rocking,technique,ios-copy,129660,8d6f0c6f612114fc,illustration:rocking,2,false,false,false,false,scientific-anatomical,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/rocking.png
assets/_originals/images/concepts/rocking.png,other,rocking,technique,original,4538018,55febf6d7fa37e5d,other:rocking.png,1,false,false,false,false,scientific-anatomical,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/rocking.png,thumbnail,rocking,technique,production,57143,ebec221ecabaa6bb,thumbnail:rocking,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/rocking.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/rocking.png,thumbnail,rocking,technique,ios-copy,57143,ebec221ecabaa6bb,thumbnail:rocking,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/rocking.png
